Biome,Ecoregion,Variable,Mean,Standard deviation,mtry,RMSE,Rsquared,MAE,Irreplaceable/AGC/BGC,Biome code
"Temperate Grasslands, Savannas & Shrublands",Canadian Aspen forests and parklands,y,100,0,4,14.4232453,0.47715216,9.87987104,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Cantebury-Otago tussock grasslands,Croplands,0,0,4,6.594574,0.18077596,2.92652696,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Cantebury-Otago tussock grasslands,Navigable water,61.17582,8.12914712,4,6.594574,0.18077596,2.92652696,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Cantebury-Otago tussock grasslands,Pastures,64.87626,2.82123989,4,6.594574,0.18077596,2.92652696,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Cantebury-Otago tussock grasslands,Population density,90.8944,9.97468699,4,6.594574,0.18077596,2.92652696,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Cantebury-Otago tussock grasslands,Roads,74.92369,3.93945578,4,6.594574,0.18077596,2.92652696,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Cantebury-Otago tussock grasslands,y,98.06963,4.11703731,4,6.594574,0.18077596,2.92652696,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central and Southern mixed grasslands,Croplands,70.87321,14.91301276,2,1.4630668,0.03704504,0.41232036,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central and Southern mixed grasslands,Navigable water,22.85873,35.41258837,2,1.4630668,0.03704504,0.41232036,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central and Southern mixed grasslands,Pastures,85.67921,13.15115686,2,1.4630668,0.03704504,0.41232036,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central and Southern mixed grasslands,Population density,83.36988,18.3891347,2,1.4630668,0.03704504,0.41232036,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central and Southern mixed grasslands,Roads,35.48928,35.15043963,2,1.4630668,0.03704504,0.41232036,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central and Southern mixed grasslands,y,55.83619,21.63587566,2,1.4630668,0.03704504,0.41232036,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central forest-grasslands transition,Croplands,15.61587,15.2732672,4,8.1385736,0.23345894,4.08888814,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central forest-grasslands transition,Navigable water,75.07961,16.56462999,4,8.1385736,0.23345894,4.08888814,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central forest-grasslands transition,Pastures,100,0,4,8.1385736,0.23345894,4.08888814,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central forest-grasslands transition,Population density,30.21471,25.26405997,4,8.1385736,0.23345894,4.08888814,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central forest-grasslands transition,Roads,23.36514,35.55797176,4,8.1385736,0.23345894,4.08888814,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central forest-grasslands transition,y,60.1621,11.02343495,4,8.1385736,0.23345894,4.08888814,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central tall grasslands,Croplands,25.98941,16.43511656,2,8.7483969,0.13423529,4.14205438,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central tall grasslands,Navigable water,76.41163,24.2605418,2,8.7483969,0.13423529,4.14205438,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central tall grasslands,Pastures,67.48359,34.42325498,2,8.7483969,0.13423529,4.14205438,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central tall grasslands,Population density,15.917,24.65851427,2,8.7483969,0.13423529,4.14205438,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central tall grasslands,Roads,6.459546,6.84617681,2,8.7483969,0.13423529,4.14205438,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Central tall grasslands,y,88.41709,21.58172299,2,8.7483969,0.13423529,4.14205438,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Daurian forest steppe,Croplands,5.861501,14.35768699,2,6.234519,0.33240263,2.06573047,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Daurian forest steppe,Navigable water,74.96075,27.47730308,2,6.234519,0.33240263,2.06573047,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Daurian forest steppe,Pastures,68.38155,10.21757964,2,6.234519,0.33240263,2.06573047,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Daurian forest steppe,Population density,54.81657,14.73266773,2,6.234519,0.33240263,2.06573047,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Daurian forest steppe,Roads,35.94317,11.69204442,2,6.234519,0.33240263,2.06573047,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Daurian forest steppe,y,100,0,2,6.234519,0.33240263,2.06573047,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,Croplands,18.38938,14.72058244,2,4.3087262,0.23914455,0.95241977,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,Navigable water,34.58309,16.17622769,2,4.3087262,0.23914455,0.95241977,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,Pastures,61.11626,6.64556824,2,4.3087262,0.23914455,0.95241977,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,Population density,50.64276,12.22038478,2,4.3087262,0.23914455,0.95241977,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,Roads,8.228372,11.50168731,2,4.3087262,0.23914455,0.95241977,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,y,100,0,2,4.3087262,0.23914455,0.95241977,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Australia mulga shrublands,Croplands,0,0,4,6.2874121,0.45158207,2.16168289,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Australia mulga shrublands,Navigable water,15.37839,12.0520204,4,6.2874121,0.45158207,2.16168289,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Australia mulga shrublands,Pastures,61.93822,6.49256363,4,6.2874121,0.45158207,2.16168289,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Australia mulga shrublands,Population density,26.46972,3.8414884,4,6.2874121,0.45158207,2.16168289,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Australia mulga shrublands,Roads,26.42571,7.21980955,4,6.2874121,0.45158207,2.16168289,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Eastern Australia mulga shrublands,y,100,0,4,6.2874121,0.45158207,2.16168289,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Edwards Plateau savanna,Croplands,18.35977,4.47654345,2,2.6784201,0.32543119,1.20635002,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Edwards Plateau savanna,Pastures,97.64351,3.65065983,2,2.6784201,0.32543119,1.20635002,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Edwards Plateau savanna,Population density,34.77645,3.77386511,2,2.6784201,0.32543119,1.20635002,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Edwards Plateau savanna,Roads,0,0,2,2.6784201,0.32543119,1.20635002,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Edwards Plateau savanna,y,80.2898,15.2683525,2,2.6784201,0.32543119,1.20635002,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Emin Valley steppe,Croplands,10.0836,11.88400688,2,4.1129128,0.30350249,1.24363185,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Emin Valley steppe,Pastures,62.96981,6.86704572,2,4.1129128,0.30350249,1.24363185,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Emin Valley steppe,Population density,100,0,2,4.1129128,0.30350249,1.24363185,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Emin Valley steppe,Roads,84.45968,7.076614,2,4.1129128,0.30350249,1.24363185,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Emin Valley steppe,y,78.71175,1.06783356,2,4.1129128,0.30350249,1.24363185,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Espinal,Croplands,40.79927,1.61673501,2,8.1329726,0.20414213,2.45908097,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Espinal,Navigable water,51.60257,5.87031004,2,8.1329726,0.20414213,2.45908097,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Espinal,Pastures,79.85375,4.19863769,2,8.1329726,0.20414213,2.45908097,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Espinal,Population density,83.65107,5.64814105,2,8.1329726,0.20414213,2.45908097,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Espinal,Roads,58.19875,3.03999325,2,8.1329726,0.20414213,2.45908097,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Espinal,y,100,0,2,8.1329726,0.20414213,2.45908097,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Flint Hills tall grasslands,Croplands,8.024237,19.65528536,4,2.1910269,0.07386978,0.77903038,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Flint Hills tall grasslands,Navigable water,76.49015,12.45162317,4,2.1910269,0.07386978,0.77903038,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Flint Hills tall grasslands,Pastures,62.91516,16.88844419,4,2.1910269,0.07386978,0.77903038,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Flint Hills tall grasslands,Population density,70.59129,6.90966986,4,2.1910269,0.07386978,0.77903038,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Flint Hills tall grasslands,Roads,24.73701,27.88056498,4,2.1910269,0.07386978,0.77903038,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Flint Hills tall grasslands,y,96.59204,8.34777503,4,2.1910269,0.07386978,0.77903038,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,Croplands,19.15135,5.91872796,2,3.9390163,0.32350606,1.80814881,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,Navigable water,24.59536,8.14177593,2,3.9390163,0.32350606,1.80814881,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,Pastures,63.92046,3.97957894,2,3.9390163,0.32350606,1.80814881,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,Population density,69.30312,3.14117024,2,3.9390163,0.32350606,1.80814881,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,Roads,34.9202,1.67833,2,3.9390163,0.32350606,1.80814881,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,y,100,0,2,3.9390163,0.32350606,1.80814881,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Humid Pampas,Croplands,4.956176,0.88360726,4,36.934887,0.59598922,25.34527516,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Humid Pampas,Navigable water,66.70788,0.99723492,4,36.934887,0.59598922,25.34527516,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Humid Pampas,Pastures,40.6165,2.4306744,4,36.934887,0.59598922,25.34527516,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Humid Pampas,Population density,55.23267,2.49694582,4,36.934887,0.59598922,25.34527516,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Humid Pampas,Roads,30.54334,9.18919489,4,36.934887,0.59598922,25.34527516,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Humid Pampas,y,100,0,4,36.934887,0.59598922,25.34527516,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,Croplands,31.14775,7.76531232,2,21.1728061,0.21315262,10.9289653,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,Navigable water,21.11706,12.50393502,2,21.1728061,0.21315262,10.9289653,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,Pastures,72.81267,8.47882837,2,21.1728061,0.21315262,10.9289653,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,Population density,93.89682,3.0621626,2,21.1728061,0.21315262,10.9289653,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,Roads,70.72155,9.71930749,2,21.1728061,0.21315262,10.9289653,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,y,100,0,2,21.1728061,0.21315262,10.9289653,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh steppe,Croplands,95.13002,11.92895588,2,2.5039941,0.27813411,0.60729603,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh steppe,Navigable water,19.22819,18.67463443,2,2.5039941,0.27813411,0.60729603,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh steppe,Pastures,65.35801,7.1620514,2,2.5039941,0.27813411,0.60729603,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh steppe,Population density,40.55828,33.49397882,2,2.5039941,0.27813411,0.60729603,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh steppe,Roads,7.037919,10.90309758,2,2.5039941,0.27813411,0.60729603,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh steppe,y,60.89077,18.58024853,2,2.5039941,0.27813411,0.60729603,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh upland,Croplands,79.93648,18.60510426,2,2.0536494,0.34214559,0.68409367,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh upland,Pastures,76.76865,12.33164098,2,2.0536494,0.34214559,0.68409367,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh upland,Population density,74.63291,9.77441483,2,2.0536494,0.34214559,0.68409367,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh upland,Roads,50.01772,3.16014441,2,2.0536494,0.34214559,0.68409367,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Kazakh upland,y,80.67684,22.49268628,2,2.0536494,0.34214559,0.68409367,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Low Monte,Croplands,20.00613,9.8360145,2,0.8404856,0.09451084,0.10486154,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Low Monte,Navigable water,39.70781,37.17652523,2,0.8404856,0.09451084,0.10486154,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Low Monte,Pastures,86.6555,10.99250806,2,0.8404856,0.09451084,0.10486154,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Low Monte,Population density,64.14097,14.64841218,2,0.8404856,0.09451084,0.10486154,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Low Monte,Roads,20.81139,9.35969449,2,0.8404856,0.09451084,0.10486154,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Low Monte,y,73.34006,30.6172471,2,0.8404856,0.09451084,0.10486154,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Mongolian-Manchurian grassland,Croplands,0,0,4,18.4796898,0.24723934,7.01857077,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Mongolian-Manchurian grassland,Navigable water,42.32622,2.28976027,4,18.4796898,0.24723934,7.01857077,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Mongolian-Manchurian grassland,Pastures,37.91045,3.16959402,4,18.4796898,0.24723934,7.01857077,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Mongolian-Manchurian grassland,Population density,89.62765,14.83489944,4,18.4796898,0.24723934,7.01857077,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Mongolian-Manchurian grassland,Roads,17.67616,7.32279491,4,18.4796898,0.24723934,7.01857077,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Mongolian-Manchurian grassland,y,96.17004,4.19551341,4,18.4796898,0.24723934,7.01857077,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,Croplands,9.3935,8.25098099,4,10.3003658,0.34366659,5.12666434,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,Navigable water,24.92583,10.30958104,4,10.3003658,0.34366659,5.12666434,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,Pastures,100,0,4,10.3003658,0.34366659,5.12666434,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,Population density,26.74781,5.62201162,4,10.3003658,0.34366659,5.12666434,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,Roads,1.370875,2.12375118,4,10.3003658,0.34366659,5.12666434,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,y,59.31272,1.35874115,4,10.3003658,0.34366659,5.12666434,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Nebraska Sand Hills mixed grasslands,Croplands,30.07394,14.76328085,4,2.6594333,0.03525045,1.02302336,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Nebraska Sand Hills mixed grasslands,Pastures,13.37276,15.42919174,4,2.6594333,0.03525045,1.02302336,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Nebraska Sand Hills mixed grasslands,Population density,42.28905,32.57658918,4,2.6594333,0.03525045,1.02302336,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Nebraska Sand Hills mixed grasslands,Roads,54.06274,25.54815128,4,2.6594333,0.03525045,1.02302336,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Nebraska Sand Hills mixed grasslands,y,100,0,4,2.6594333,0.03525045,1.02302336,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern mixed grasslands,Croplands,59.40673,16.67124183,4,8.4822766,0.14714661,2.17056628,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern mixed grasslands,Navigable water,13.20213,32.3384904,4,8.4822766,0.14714661,2.17056628,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern mixed grasslands,Pastures,89.60987,11.38181551,4,8.4822766,0.14714661,2.17056628,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern mixed grasslands,Population density,22.05323,1.3136094,4,8.4822766,0.14714661,2.17056628,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern mixed grasslands,Roads,47.55583,16.66749496,4,8.4822766,0.14714661,2.17056628,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern mixed grasslands,y,94.86418,10.73591465,4,8.4822766,0.14714661,2.17056628,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern short grasslands,Croplands,39.49334,12.82186794,2,1.4941751,0.06274299,0.2769452,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern short grasslands,Navigable water,25.32015,29.98462699,2,1.4941751,0.06274299,0.2769452,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern short grasslands,Pastures,81.85788,17.31053276,2,1.4941751,0.06274299,0.2769452,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern short grasslands,Population density,8.621192,5.70636006,2,1.4941751,0.06274299,0.2769452,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern short grasslands,Roads,17.47311,16.60177,2,1.4941751,0.06274299,0.2769452,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Northern short grasslands,y,75.5521,37.87453059,2,1.4941751,0.06274299,0.2769452,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Palouse grasslands,Croplands,12.37985,5.44191611,2,10.1569092,0.46935759,5.3033519,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Palouse grasslands,Navigable water,38.00899,9.62407082,2,10.1569092,0.46935759,5.3033519,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Palouse grasslands,Pastures,100,0,2,10.1569092,0.46935759,5.3033519,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Palouse grasslands,Population density,45.95511,5.67235364,2,10.1569092,0.46935759,5.3033519,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Palouse grasslands,Roads,15.72129,2.72118736,2,10.1569092,0.46935759,5.3033519,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Palouse grasslands,y,82.20604,11.09566613,2,10.1569092,0.46935759,5.3033519,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,Croplands,1.820368,1.99411341,2,5.8098543,0.52401084,1.24581476,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,Navigable water,27.80249,8.26861325,2,5.8098543,0.52401084,1.24581476,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,Pastures,98.36807,1.78768808,2,5.8098543,0.52401084,1.24581476,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,Population density,59.61945,2.69831724,2,5.8098543,0.52401084,1.24581476,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,Roads,53.41319,10.58614915,2,5.8098543,0.52401084,1.24581476,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,y,95.61333,7.45218257,2,5.8098543,0.52401084,1.24581476,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,Croplands,7.966452,9.25303306,4,16.1818214,0.24047778,6.22127523,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,Navigable water,48.61951,3.9131731,4,16.1818214,0.24047778,6.22127523,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,Pastures,88.4561,5.91965368,4,16.1818214,0.24047778,6.22127523,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,Population density,93.8436,5.53469771,4,16.1818214,0.24047778,6.22127523,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,Roads,44.87325,13.42186763,4,16.1818214,0.24047778,6.22127523,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,y,95.89355,10.05871903,4,16.1818214,0.24047778,6.22127523,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Sayan Intermontane steppe,Croplands,19.11676,1.96519832,2,12.7132021,0.34850361,9.12047982,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Sayan Intermontane steppe,Navigable water,88.50529,6.5383366,2,12.7132021,0.34850361,9.12047982,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Sayan Intermontane steppe,Pastures,68.26625,7.42177977,2,12.7132021,0.34850361,9.12047982,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Sayan Intermontane steppe,Population density,91.07221,8.74087653,2,12.7132021,0.34850361,9.12047982,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Sayan Intermontane steppe,Roads,89.24289,11.02134779,2,12.7132021,0.34850361,9.12047982,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Sayan Intermontane steppe,y,98.64242,2.10316105,2,12.7132021,0.34850361,9.12047982,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Selenge-Orkhon forest steppe,Croplands,16.72928,1.33259923,2,8.9327758,0.37696576,5.57933803,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Selenge-Orkhon forest steppe,Navigable water,48.67114,4.12235236,2,8.9327758,0.37696576,5.57933803,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Selenge-Orkhon forest steppe,Pastures,90.36194,13.13009148,2,8.9327758,0.37696576,5.57933803,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Selenge-Orkhon forest steppe,Population density,84.58022,7.93771762,2,8.9327758,0.37696576,5.57933803,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Selenge-Orkhon forest steppe,Roads,62.58715,2.05538853,2,8.9327758,0.37696576,5.57933803,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Selenge-Orkhon forest steppe,y,90.35876,10.56145253,2,8.9327758,0.37696576,5.57933803,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,Croplands,54.32224,8.26317135,4,11.8399108,0.36774502,7.14983922,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,Navigable water,42.69756,8.36848512,4,11.8399108,0.36774502,7.14983922,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,Pastures,83.36321,12.70420713,4,11.8399108,0.36774502,7.14983922,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,Population density,91.55251,8.16566556,4,11.8399108,0.36774502,7.14983922,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,Roads,29.45595,9.58887977,4,11.8399108,0.36774502,7.14983922,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,y,93.7602,9.66665614,4,11.8399108,0.36774502,7.14983922,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Southeast Australia temperate savanna,Croplands,40.93757,9.65481494,4,18.5514515,0.42228945,10.71386582,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Southeast Australia temperate savanna,Navigable water,55.79512,1.82739885,4,18.5514515,0.42228945,10.71386582,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Southeast Australia temperate savanna,Pastures,98.07687,2.89897629,4,18.5514515,0.42228945,10.71386582,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Southeast Australia temperate savanna,Population density,94.46848,3.38345786,4,18.5514515,0.42228945,10.71386582,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Southeast Australia temperate savanna,Roads,28.32534,1.60200465,4,18.5514515,0.42228945,10.71386582,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Southeast Australia temperate savanna,y,89.10131,9.32949764,4,18.5514515,0.42228945,10.71386582,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,Croplands,3.847784,5.96096165,2,5.3958905,0.08122524,2.55521701,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,Navigable water,9.289059,13.53799698,2,5.3958905,0.08122524,2.55521701,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,Pastures,56.97136,30.68881051,2,5.3958905,0.08122524,2.55521701,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,Population density,46.07754,5.49288765,2,5.3958905,0.08122524,2.55521701,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,Roads,86.58543,20.48246314,2,5.3958905,0.08122524,2.55521701,irrep,TempGSS
"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,y,93.98055,9.3252921,2,5.3958905,0.08122524,2.55521701,irrep,TempGSS
Flooded Grasslands & Savannas,Amur meadow steppe,Croplands,3.4199044,2.0035025,4,34.049131,0.6216085,21.621361,irrep,FloodSS
